Funds,Rating,1 Yr Ret (%),1 Yr Rank,Riskometer,Category,Analysts' View,Expense Ratio (%),Launch,Net Assets (Cr)
ICICI Prudential MNC Fund - Direct Plan,--,-3.17,3/5,Very High,EQ-MNC,Unlock,1.05,2019-06-17,"1,693"
ICICI Prudential Multicap Fund - Direct Plan,4,2.89,16/26,Very High,EQ-MLC,Unlock,0.92,2013-01-01,"15,533"
ICICI Prudential NASDAQ 100 Index Fund - Direct Plan,--,28.08,12/51,Very High,EQ-INTL,Unlock,0.61,2021-10-18,"1,833"
ICICI Prudential Nifty 100 ETF,--,0.83,87/146,Very High,EQ-LC,Unlock,0.48,2013-08-20,122.00
ICICI Prudential Nifty 100 Low Volatility 30 ETF,--,1.38,78/146,Very High,EQ-LC,Unlock,0.41,2017-07-03,"3,769"
ICICI Prudential Nifty 100 Low Volatility 30 ETF FOF - Direct Plan,4,1.10,56/94,Very High,EQ-LC,Unlock,0.14,2021-04-12,"1,500"
ICICI Prudential Nifty 200 Momentum 30 ETF,--,-13.04,50/54,Very High,EQ-L&MC,Unlock,0.30,2022-08-04,590.00
ICICI Prudential Nifty 200 Momentum 30 Index Fund - Direct Plan,--,-13.10,44/44,Very High,EQ-L&MC,Unlock,0.37,2022-08-05,582.00
ICICI Prudential Nifty 200 Quality 30 ETF,--,-5.90,35/54,Very High,EQ-L&MC,Unlock,0.30,2023-08-07,188.00
ICICI Prudential Nifty200 Quality 30 Index Fund - Direct Plan,--,--,--,Very High,EQ-L&MC,Unlock,0.35,2025-06-09,18.00
ICICI Prudential Nifty200 Value 30 ETF,--,--,--,Very High,EQ-VAL,Unlock,0.30,2024-10-17,13.00
ICICI Prudential Nifty200 Value 30 Index Fund - Direct Plan,--,--,--,Very High,EQ-VAL,Unlock,0.38,2024-10-18,98.00
ICICI Prudential Nifty 500 Index Fund - Direct Plan,--,--,--,Very High,EQ-FLX,Unlock,0.30,2024-12-23,27.00
ICICI Prudential Nifty50 Equal Weight Index Fund - Direct Plan,--,1.00,58/94,Very High,EQ-LC,Unlock,0.40,2022-10-03,131.00
ICICI Prudential Nifty 50 ETF,--,3.03,9/146,Very High,EQ-LC,Unlock,0.02,2013-03-20,"31,378"
ICICI Prudential Nifty 50 Index Fund - Direct Plan,3,2.80,30/94,Very High,EQ-LC,Unlock,0.19,2013-01-01,"14,090"
ICICI Prudential Nifty50 Value 20 ETF,--,-7.44,26/31,Very High,EQ-VAL,Unlock,0.25,2016-06-17,190.00
ICICI Prudential Nifty50 Value 20 Index Fund - Direct Plan,--,-7.51,25/26,Very High,EQ-VAL,Unlock,0.25,2024-02-05,109.00
ICICI Prudential Nifty Alpha Low Volatility 30 ETF,--,-8.67,37/54,Very High,EQ-L&MC,Unlock,0.41,2020-08-12,"1,827"
ICICI Prudential Nifty Alpha Low Volatility 30 ETF FOF - Direct Plan,2,-8.56,34/44,Very High,EQ-L&MC,Unlock,0.10,2021-09-20,968.00
ICICI Prudential Nifty Auto ETF,--,-6.58,70/87,Very High,EQ-THEMATIC,Unlock,0.20,2022-01-12,148.00
ICICI Prudential Nifty Auto Index Fund - Direct Plan,--,-6.76,67/77,Very High,EQ-THEMATIC,Unlock,0.40,2022-10-11,148.00
ICICI Prudential Nifty Bank ETF,--,11.82,21/54,Very High,EQ-BANK,Unlock,0.15,2019-07-10,"3,179"
ICICI Prudential Nifty Bank Index Fund - Direct Plan,1,11.66,22/30,Very High,EQ-BANK,Unlock,0.15,2022-03-02,637.00
ICICI Prudential Nifty Commodities ETF,--,-4.88,59/87,Very High,EQ-THEMATIC,Unlock,0.30,2022-12-15,84.00
ICICI Prudential Nifty EV & New Age Automotive ETF,--,--,--,Very High,EQ-THEMATIC,Unlock,0.44,2025-04-07,25.00
ICICI Prudential Nifty EV & New Age Automotive ETF FoF - Direct Plan,--,--,--,Very High,EQ-THEMATIC,Unlock,0.10,2025-04-17,19.00
ICICI Prudential Nifty Financial Services Ex-Bank ETF,--,19.49,2/54,Very High,EQ-BANK,Unlock,0.20,2022-11-25,201.00
ICICI Prudential Nifty FMCG ETF,--,-10.61,78/87,Very High,EQ-THEMATIC,Unlock,0.20,2021-08-05,610.00
ICICI Prudential Nifty Healthcare ETF,--,11.93,11/23,Very High,EQ-Pharma,Unlock,0.15,2021-05-18,140.00
ICICI Prudential Nifty India Consumption ETF,--,2.11,7/21,Very High,EQ-Consumption,Unlock,0.20,2021-10-28,63.00
ICICI Prudential Nifty Infrastructure ETF,--,-0.91,4/22,Very High,EQ-INFRA,Unlock,0.50,2022-08-17,159.00
ICICI Prudential Nifty IT ETF,--,-9.40,15/26,Very High,EQ-IT,Unlock,0.20,2020-08-17,487.00
ICICI Prudential Nifty IT Index Fund - Direct Plan,--,-9.50,13/15,Very High,EQ-IT,Unlock,0.37,2022-08-18,549.00
ICICI Prudential Nifty LargeMidcap 250 Index Fund - Direct Plan,--,1.68,25/44,Very High,EQ-L&MC,Unlock,0.25,2024-03-13,230.00
ICICI Prudential Nifty Metal ETF,--,--,--,Very High,EQ-THEMATIC,Unlock,0.40,2024-08-14,153.00
ICICI Prudential Nifty Midcap 150 ETF,--,2.41,21/53,Very High,EQ-MC,Unlock,0.15,2020-01-24,488.00
ICICI Prudential Nifty Midcap 150 Index Fund - Direct Plan,3,2.10,24/43,Very High,EQ-MC,Unlock,0.30,2021-12-22,779.00
ICICI Prudential Nifty Next 50 ETF,--,-6.35,122/146,Very High,EQ-LC,Unlock,0.10,2018-08-23,"1,616"
ICICI Prudential Nifty Next 50 Index Fund - Direct Plan,1,-6.88,90/94,Very High,EQ-LC,Unlock,0.31,2013-01-01,"7,799"
ICICI Prudential Nifty Oil & Gas ETF,--,-12.03,85/87,Very High,EQ-THEMATIC,Unlock,0.40,2024-07-19,164.00
ICICI Prudential Nifty Pharma Index Fund - Direct Plan,--,7.79,16/17,Very High,EQ-Pharma,Unlock,0.37,2022-12-14,91.00
ICICI Prudential Nifty Private Bank ETF,--,9.27,43/54,Very High,EQ-BANK,Unlock,0.15,2019-08-09,"3,408"
ICICI Prudential Nifty Private Bank Index Fund - Direct Plan,--,--,--,Very High,EQ-BANK,Unlock,--,2025-07-17,--
ICICI Prudential Nifty PSU Bank ETF,--,-1.89,52/54,Very High,EQ-BANK,Unlock,0.40,2023-03-15,68.00
ICICI Prudential Nifty Smallcap 250 Index Fund - Direct Plan,2,-0.77,28/42,Very High,EQ-SC,Unlock,0.30,2021-11-02,541.00
ICICI Prudential Nifty Top 15 Equal Weight ETF,--,--,--,Very High,EQ-LC,Unlock,0.35,2025-06-27,7.00
ICICI Prudential Nifty Top 15 Equal Weight Index Fund - Direct Plan,--,--,--,Very High,EQ-LC,Unlock,0.35,2025-06-27,12.00
ICICI Prudential Passive Strategy Fund (FOF) - Direct Plan,4,4.42,31/88,Very High,EQ-FLX,Unlock,0.15,2013-01-01,203.00
ICICI Prudential Pharma Healthcare and Diagnostics (P.H.D) Fund - Direct Plan,4,18.88,5/17,Very High,EQ-Pharma,Unlock,1.05,2018-07-13,"5,728"
ICICI Prudential PSU Equity Fund - Direct Plan,--,-6.16,3/5,Very High,EQ-PSU,Unlock,0.86,2022-09-12,"2,059"
ICICI Prudential Quality Fund - Direct Plan,--,--,--,Very High,EQ-THEMATIC,Unlock,0.81,2025-05-23,"1,933"
ICICI Prudential Quant Fund - Direct Plan,--,4.32,19/77,Very High,EQ-THEMATIC,Unlock,1.71,2020-12-11,139.00
ICICI Prudential Retirement Fund - Pure Equity Plan - Direct Plan,4,11.02,2/88,Very High,EQ-FLX,Unlock,0.72,2019-02-27,"1,326"
ICICI Prudential Rural Opportunities Fund - Direct Plan,--,--,--,Very High,EQ-THEMATIC,Unlock,0.94,2025-01-28,"1,560"
ICICI Prudential Smallcap Fund - Direct Plan,3,-0.15,20/42,Very High,EQ-SC,Unlock,0.73,2013-01-01,"8,566"
ICICI Prudential Strategic Metal and Energy Equity FoF - Direct Plan,--,21.31,30/51,Very High,EQ-INTL,Unlock,0.59,2022-02-02,88.00
ICICI Prudential Technology Fund - Direct Plan,--,-0.41,5/15,Very High,EQ-IT,Unlock,0.96,2013-01-01,"14,590"
ICICI Prudential Thematic Advantage Fund (FOF) - Direct,--,11.54,4/77,Very High,EQ-THEMATIC,Unlock,0.30,2013-01-01,"4,158"
ICICI Prudential Transportation and Logistics Fund - Direct Plan,--,1.31,32/77,Very High,EQ-THEMATIC,Unlock,1.03,2022-10-28,"3,208"
ICICI Prudential US Bluechip Equity Fund - Direct Plan,--,14.11,46/51,Very High,EQ-INTL,Unlock,1.17,2013-01-01,"3,113"
ICICI Prudential Value Fund - Direct Plan,5,4.88,3/26,Very High,EQ-VAL,Unlock,0.98,2013-01-01,"54,096"
Invesco India Business Cycle Fund - Direct Plan,--,--,--,Very High,EQ-THEMATIC,Unlock,0.69,2025-02-27,495.00
Invesco India Contra Fund - Direct Plan,3,6.19,1/26,Very High,EQ-VAL,Unlock,0.55,2013-01-01,"19,257"
Invesco India ELSS Tax Saver Fund - Direct Plan,2,3.92,12/39,Very High,EQ-ELSS,Unlock,0.80,2013-01-01,"2,911"
Invesco India ESG Integration Strategy Fund - Direct Plan,--,2.22,4/9,Very High,EQ-T-ESG,Unlock,0.97,2021-03-20,491.00
Invesco India Financial Services Fund - Direct Plan,4,15.37,9/30,Very High,EQ-BANK,Unlock,0.87,2013-01-01,"1,456"
Invesco India Flexi Cap Fund - Direct Plan,4,10.72,4/88,Very High,EQ-FLX,Unlock,0.64,2022-02-14,"3,267"
Invesco India Focused Fund - Direct Plan,4,9.80,6/88,Very High,EQ-FLX,Unlock,0.63,2020-09-29,"4,153"
Invesco India Infrastructure Fund - Direct Plan,3,-1.33,8/20,Very High,EQ-INFRA,Unlock,0.84,2013-01-01,"1,607"
Invesco India - Invesco EQQQ NASDAQ-100 ETF FoF - Direct Plan,--,26.28,15/51,Very High,EQ-INTL,Unlock,0.16,2022-04-21,381.00
Invesco India - Invesco Global Consumer Trends FoF - Direct Plan,--,46.11,4/51,Very High,EQ-INTL,Unlock,0.59,2020-12-24,301.00
Invesco India - Invesco Global Equity Income FoF - Direct Plan,--,28.53,11/51,Very High,EQ-INTL,Unlock,0.87,2014-05-05,49.00
Invesco India - Invesco Pan European Equity FoF - Direct Plan,--,20.87,32/51,Very High,EQ-INTL,Unlock,0.59,2014-01-31,52.00
Invesco India Largecap Fund - Direct Plan,4,4.33,7/94,Very High,EQ-LC,Unlock,0.75,2013-01-01,"1,558"
Invesco India Large & Mid Cap Fund - Direct Plan,3,15.39,1/44,Very High,EQ-L&MC,Unlock,0.68,2013-01-01,"7,887"
Invesco India Manufacturing Fund - Direct Plan,--,--,--,Very High,EQ-THEMATIC,Unlock,0.77,2024-08-14,820.00
Invesco India Mid Cap Fund - Direct Plan,4,17.17,1/43,Very High,EQ-MC,Unlock,0.63,2013-01-01,"7,406"
Invesco India Multicap Fund - Direct Plan,3,4.87,7/26,Very High,EQ-MLC,Unlock,0.70,2013-01-01,"4,182"
Invesco India Nifty 50 ETF,--,2.94,35/146,Very High,EQ-LC,Unlock,0.10,2011-06-13,97.00
Invesco India PSU Equity Fund - Direct Plan,--,-5.72,2/5,Very High,EQ-PSU,Unlock,0.94,2013-01-01,"1,439"
Invesco India Smallcap Fund - Direct Plan,5,10.52,3/42,Very High,EQ-SC,Unlock,0.44,2018-10-30,"7,425"
Invesco India Technology Fund - Direct Plan,--,--,--,Very High,EQ-IT,Unlock,0.84,2024-09-23,348.00
ITI Banking and Financial Services Fund - Direct Plan,3,14.41,12/30,Very High,EQ-BANK,Unlock,0.75,2021-12-06,318.00
ITI Bharat Consumption Fund - Direct Plan,--,--,--,Very High,EQ-Consumption,Unlock,0.50,2025-02-28,230.00
ITI ELSS Tax Saver Fund - Direct Plan,4,1.60,27/39,Very High,EQ-ELSS,Unlock,0.57,2019-10-18,435.00
ITI Flexi Cap Fund - Direct Plan,--,2.85,44/88,Very High,EQ-FLX,Unlock,0.56,2023-02-17,"1,186"
ITI Focused Fund - Direct Plan,--,5.85,26/88,Very High,EQ-FLX,Unlock,0.63,2023-06-19,538.00
ITI Large Cap Fund - Direct Plan,4,-1.73,72/94,Very High,EQ-LC,Unlock,0.61,2020-12-24,557.00
ITI Large & Mid Cap Fund - Direct Plan,--,--,--,Very High,EQ-L&MC,Unlock,0.57,2024-09-11,901.00
ITI Mid Cap Fund - Direct Plan,4,-2.65,38/43,Very High,EQ-MC,Unlock,0.52,2021-03-05,"1,249"
ITI Multi Cap Fund - Direct Plan,3,-0.85,24/26,Very High,EQ-MLC,Unlock,0.60,2019-05-15,"1,305"
ITI Pharma and Healthcare Fund - Direct Plan,3,12.36,12/17,Very High,EQ-Pharma,Unlock,0.47,2021-11-08,230.00
ITI Small Cap Fund - Direct Plan,3,4.42,10/42,Very High,EQ-SC,Unlock,0.54,2020-02-17,"2,641"
ITI Value Fund - Direct Plan,3,-4.59,20/26,Very High,EQ-VAL,Unlock,0.57,2021-06-14,336.00
JM ELSS Tax Saver Fund - Direct Plan,4,-1.20,34/39,Very High,EQ-ELSS,Unlock,1.11,2013-01-01,209.00
JM Flexicap Fund - Direct Plan,4,-7.64,83/88,Very High,EQ-FLX,Unlock,0.49,2013-01-01,"6,144"
JM Focused Fund - Direct Plan,3,-3.12,80/88,Very High,EQ-FLX,Unlock,0.72,2013-01-01,290.00
JM Large Cap Fund - Direct Plan,4,-5.50,78/94,Very High,EQ-LC,Unlock,0.74,2013-01-01,540.00
JM Large & Mid Cap Fund - Direct Plan,--,--,--,Very High,EQ-L&MC,Unlock,--,--,--
JM Midcap Fund - Direct Plan,--,-1.61,37/43,Very High,EQ-MC,Unlock,0.46,2022-11-21,"1,444"
JM Small Cap Fund - Direct Plan,--,-0.40,21/42,Very High,EQ-SC,Unlock,0.58,2024-06-18,763.00
JM Value Fund - Direct Plan,3,-6.66,22/26,Very High,EQ-VAL,Unlock,0.86,2013-01-01,"1,110"
Kotak Active Momentum Fund - Direct Plan,--,--,--,Very High,EQ-THEMATIC,Unlock,--,--,--
Kotak Banking & Financial Services Fund - Direct Plan,--,12.44,18/30,Very High,EQ-BANK,Unlock,0.66,2023-02-27,"1,269"
Kotak BSE Housing Index Fund - Direct Plan,--,-3.29,55/77,Very High,EQ-THEMATIC,Unlock,0.22,2023-08-28,18.00
Kotak BSE PSU Index Fund - Direct Plan,--,--,--,Very High,EQ-PSU,Unlock,0.39,2024-07-31,81.00
Kotak BSE Sensex ETF,--,2.83,38/146,Very High,EQ-LC,Unlock,0.18,2008-06-06,29.00
Kotak BSE Sensex Index Fund - Direct Plan,--,--,--,Very High,EQ-LC,Unlock,0.14,2025-02-17,11.00
Kotak Business Cycle Fund - Direct Plan,--,7.99,9/77,Very High,EQ-THEMATIC,Unlock,0.60,2022-09-28,"2,839"
Kotak Consumption Fund - Direct Plan,--,6.19,2/16,Very High,EQ-Consumption,Unlock,0.56,2023-11-16,"1,334"
Kotak Contra Fund - Direct Plan,3,0.90,12/26,Very High,EQ-VAL,Unlock,0.58,2013-01-01,"4,502"
Kotak ELSS Tax Saver - Direct Plan,3,-0.42,32/39,Very High,EQ-ELSS,Unlock,0.63,2013-01-01,"6,493"
Kotak Energy Opportunities Fund - Direct Plan,--,--,--,Very High,EQ-Energy,Unlock,0.93,2025-04-25,197.00
Kotak ESG Exclusionary Strategy Fund - Direct Plan,--,1.51,6/9,Very High,EQ-T-ESG,Unlock,0.88,2020-12-11,893.00
Kotak Flexicap Fund - Direct Plan,3,4.84,29/88,Very High,EQ-FLX,Unlock,0.60,2013-01-01,"54,841"
Kotak Focused Fund - Direct Plan,3,3.59,37/88,Very High,EQ-FLX,Unlock,0.55,2019-07-16,"3,707"
Kotak Global Emerging Market - Direct Plan,--,19.98,36/51,Very High,EQ-INTL,Unlock,1.20,2013-01-01,100.00
Kotak Global Innovation FoF - Direct Plan,--,20.49,--,Very High,EQ-INTL,Unlock,0.49,2021-07-29,508.00
Kotak Healthcare Fund - Direct Plan,--,13.94,9/17,Very High,EQ-Pharma,Unlock,0.79,2023-12-11,453.00
Kotak Infrastructure and Economic Reform Fund - Standard Plan - Direct Plan,3,-5.20,14/20,Very High,EQ-INFRA,Unlock,0.66,2013-01-01,"2,450"
Kotak International REIT FOF - Direct Plan,--,15.57,41/51,Very High,EQ-INTL,Unlock,0.53,2020-12-29,79.00
Kotak Large Cap Fund - Direct Plan,4,2.90,20/94,Very High,EQ-LC,Unlock,0.61,2013-01-01,"10,516"
Kotak Large & Midcap Fund - Direct Plan,3,2.92,15/44,Very High,EQ-L&MC,Unlock,0.55,2013-01-01,"28,294"
Kotak Manufacture in India Fund - Direct Plan,--,0.35,37/77,Very High,EQ-THEMATIC,Unlock,0.55,2022-02-22,"2,510"
Kotak Midcap Fund - Direct Plan,4,6.46,4/43,Very High,EQ-MC,Unlock,0.38,2013-01-01,"57,102"
Kotak MNC Fund - Direct Plan,--,--,--,Very High,EQ-MNC,Unlock,0.56,2024-10-28,"2,278"
Kotak MSCI India ETF,--,--,--,Very High,EQ-L&MC,Unlock,0.40,2025-02-19,877.00
Kotak Multicap Fund - Direct Plan,4,-0.08,23/26,Very High,EQ-MLC,Unlock,0.42,2021-09-29,"18,904"
Kotak Nasdaq 100 FOF - Direct Plan,--,26.23,16/51,Very High,EQ-INTL,Unlock,0.25,2021-02-02,"3,344"
Kotak Nifty 100 Equal Weight ETF,--,--,--,Very High,EQ-LC,Unlock,0.25,2025-02-24,2.00
Kotak Nifty 100 Equal Weight Index Fund - Direct Plan,--,--,--,Very High,EQ-LC,Unlock,0.23,2024-12-23,12.00
Kotak Nifty 100 Low Volatility 30 ETF,--,1.69,74/146,Very High,EQ-LC,Unlock,0.09,2022-03-23,174.00
Kotak Nifty 100 Low Volatility 30 Index Fund - Direct Plan,--,1.16,53/94,Very High,EQ-LC,Unlock,0.31,2024-06-07,110.00
Kotak Nifty 200 Momentum 30 Index Fund - Direct Plan,--,-12.53,39/44,Very High,EQ-L&MC,Unlock,0.29,2023-06-15,484.00
Kotak Nifty200 Quality 30 ETF,--,--,--,Very High,EQ-L&MC,Unlock,--,2025-07-14,--
Kotak Nifty 200 Quality 30 Index Fund - Direct Plan,--,--,--,Very High,EQ-L&MC,Unlock,--,2025-07-14,--
Kotak Nifty 50 Equal Weight Index Fund - Direct Plan,--,--,--,Very High,EQ-LC,Unlock,0.22,2024-12-23,13.00
Kotak Nifty 50 ETF,--,3.01,18/146,Very High,EQ-LC,Unlock,0.04,2010-02-02,"3,348"
Kotak Nifty 50 Index Fund - Direct Plan,3,2.72,39/94,Very High,EQ-LC,Unlock,0.07,2021-06-21,927.00
Kotak Nifty 50 Value 20 ETF,--,-7.34,23/31,Very High,EQ-VAL,Unlock,0.14,2015-12-02,121.00
Kotak Nifty Alpha 50 ETF,--,-9.85,87/92,Very High,EQ-FLX,Unlock,0.30,2021-12-22,705.00
Kotak Nifty Alpha 50 Index Fund - Direct Plan,--,--,--,Very High,EQ-FLX,Unlock,--,--,--
Kotak Nifty Bank ETF,--,11.76,27/54,Very High,EQ-BANK,Unlock,0.15,2014-12-04,"5,555"
Kotak Nifty Commodities Index Fund - Direct Plan,--,--,--,Very High,EQ-THEMATIC,Unlock,0.25,2025-03-10,6.00
Kotak Nifty Financial Services Ex-Bank Index Fund - Direct Plan,--,19.03,2/30,Very High,EQ-BANK,Unlock,0.22,2023-08-14,69.00
Kotak NIFTY India Consumption ETF,--,2.27,6/21,Very High,EQ-Consumption,Unlock,0.10,2022-07-28,6.00
Kotak Nifty India Tourism Index Fund - Direct Plan,--,--,--,Very High,EQ-THEMATIC,Unlock,0.33,2024-09-23,32.00
Kotak Nifty IT ETF,--,-9.30,12/26,Very High,EQ-IT,Unlock,0.09,2021-03-02,388.00
Kotak Nifty Midcap 150 ETF,--,--,--,Very High,EQ-MC,Unlock,0.10,2025-03-21,3.00
Kotak Nifty Midcap 150 Index Fund - Direct Plan,--,--,--,Very High,EQ-MC,Unlock,0.30,2025-03-21,7.00
Kotak Nifty Midcap 150 Momentum 50 Index Fund - Direct Plan,--,--,--,Very High,EQ-MC,Unlock,0.28,2024-10-08,245.00
Kotak Nifty Midcap 50 ETF,--,2.79,16/53,Very High,EQ-MC,Unlock,0.05,2022-01-28,72.00
Kotak Nifty Midcap 50 Index Fund - Direct Plan,--,--,--,Very High,EQ-MC,Unlock,0.25,2024-08-16,59.00
Kotak Nifty MNC ETF,--,-5.75,5/6,Very High,EQ-MNC,Unlock,0.30,2022-08-05,36.00
Kotak Nifty Next 50 Index Fund - Direct Plan,2,-6.45,80/94,Very High,EQ-LC,Unlock,0.10,2021-03-10,693.00
Kotak Nifty PSU Bank ETF,--,-1.99,53/54,Very High,EQ-BANK,Unlock,0.49,2007-11-08,"1,692"
Kotak Nifty Smallcap 250 Index Fund - Direct Plan,--,--,--,Very High,EQ-SC,Unlock,0.24,2025-01-27,29.00
Kotak Nifty Smallcap 50 Index Fund - Direct Plan,--,1.50,16/42,Very High,EQ-SC,Unlock,0.26,2023-04-10,146.00
Kotak Nifty Top 10 Equal Weight Index Fund - Direct Plan,--,--,--,Very High,EQ-LC,Unlock,0.22,2025-04-28,14.00
Kotak Pioneer Fund - Direct Plan,--,10.35,5/77,Very High,EQ-THEMATIC,Unlock,0.49,2019-10-31,"2,958"
Kotak Quant Fund - Direct Plan,--,-5.13,64/77,Very High,EQ-THEMATIC,Unlock,1.16,2023-08-02,673.00
Kotak Small Cap Fund - Direct Plan,2,-1.46,30/42,Very High,EQ-SC,Unlock,0.53,2013-01-01,"18,031"
Kotak Special Opportunities Fund - Direct Plan,--,-4.98,62/77,Very High,EQ-THEMATIC,Unlock,0.67,2024-06-29,"2,117"
Kotak Technology Fund - Direct Plan,--,-0.66,6/15,Very High,EQ-IT,Unlock,0.93,2024-03-04,620.00
Kotak Transportation & Logistics Fund - Direct Plan,--,--,--,Very High,EQ-THEMATIC,Unlock,0.83,2024-12-16,413.00
LIC MF Banking & Financial Services Fund - Direct Plan,1,9.83,27/30,Very High,EQ-BANK,Unlock,1.05,2015-03-27,282.00
LIC MF BSE Sensex ETF,--,2.91,36/146,Very High,EQ-LC,Unlock,0.10,2015-11-30,837.00
LIC MF BSE Sensex Index Plan - Direct Plan,2,2.60,43/94,Very High,EQ-LC,Unlock,0.38,2013-01-02,92.00
LIC MF Children's Fund - Direct Plan,1,-1.02,75/88,Very High,EQ-FLX,Unlock,1.68,2013-01-16,16.00
LIC MF Dividend Yield Fund - Direct Plan,--,1.97,2/9,Very High,EQ-DIV Y,Unlock,0.64,2018-12-21,613.00
LIC MF ELSS Tax Saver - Direct Plan,2,3.39,14/39,Very High,EQ-ELSS,Unlock,0.94,2013-01-01,"1,143"
LIC MF Flexi Cap Fund - Direct Plan,2,-3.00,79/88,Very High,EQ-FLX,Unlock,1.25,2013-01-01,"1,021"
LIC MF Focused Fund - Direct Plan,--,1.05,--,Very High,EQ-FLX,Unlock,1.61,2017-11-17,171.00
LIC MF Healthcare Fund - Direct Plan,2,14.63,8/17,Very High,EQ-Pharma,Unlock,1.22,2019-02-28,88.00
LIC MF Infrastructure Fund - Direct Plan,4,-1.30,7/20,Very High,EQ-INFRA,Unlock,0.50,2013-01-02,"1,053"
LIC MF Large Cap Fund - Direct Plan,2,1.19,52/94,Very High,EQ-LC,Unlock,1.00,2013-01-01,"1,505"
LIC MF Large & Mid Cap Fund - Direct Plan,3,1.29,27/44,Very High,EQ-L&MC,Unlock,0.57,2015-02-25,"3,169"
LIC MF Manufacturing Fund - Direct Plan,--,--,--,Very High,EQ-THEMATIC,Unlock,0.44,2024-10-11,881.00
LIC MF Midcap Fund - Direct Plan,2,0.42,31/43,Very High,EQ-MC,Unlock,1.33,2017-01-25,345.00
LIC MF Multi Cap Fund - Direct Plan,--,3.63,12/26,Very High,EQ-MLC,Unlock,0.50,2022-10-31,"1,644"
LIC MF Nifty 100 ETF,--,1.08,81/146,Very High,EQ-LC,Unlock,0.28,2016-03-17,762.00
LIC MF Nifty 50 ETF,--,2.99,20/146,Very High,EQ-LC,Unlock,0.06,2015-11-20,894.00
LIC MF Nifty 50 Index Plan - Direct Plan,3,2.82,27/94,Very High,EQ-LC,Unlock,0.18,2013-01-01,342.00
LIC MF Nifty Midcap 100 ETF,--,2.49,19/53,Very High,EQ-MC,Unlock,0.16,2024-02-14,742.00
LIC MF Nifty Next 50 Index Fund - Direct Plan,2,-6.56,85/94,Very High,EQ-LC,Unlock,0.32,2013-01-01,100.00
LIC MF Small Cap Fund - Direct Plan,2,-2.78,37/42,Very High,EQ-SC,Unlock,0.91,2017-06-21,605.00
LIC MF Value Fund - Direct Plan,1,-1.77,15/26,Very High,EQ-VAL,Unlock,0.96,2018-08-20,169.00
Mahindra Manulife Asia Pacific REITs FoF - Direct Plan,--,19.34,37/51,Very High,EQ-INTL,Unlock,0.48,2021-10-20,32.00
Mahindra Manulife Banking & Financial Services Fund - Direct Plan,--,--,--,Very High,EQ-BANK,Unlock,--,2025-07-18,--
Mahindra Manulife Business Cycle Fund - Direct Plan,--,-2.53,50/77,Very High,EQ-THEMATIC,Unlock,0.47,2023-09-11,"1,267"
Mahindra Manulife Consumption Fund - Direct Plan,2,-2.58,14/16,Very High,EQ-Consumption,Unlock,0.65,2018-11-13,513.00
Mahindra Manulife ELSS Tax Saver Fund - Direct Plan,3,1.21,29/39,Very High,EQ-ELSS,Unlock,0.60,2016-10-18,980.00
Mahindra Manulife Flexi Cap Fund - Direct Plan,4,1.41,56/88,Very High,EQ-FLX,Unlock,0.42,2021-08-23,"1,560"
Mahindra Manulife Focused Fund - Direct Plan,4,-1.36,77/88,Very High,EQ-FLX,Unlock,0.39,2020-11-17,"2,186"
Mahindra Manulife Large Cap Fund - Direct Plan,4,0.64,67/94,Very High,EQ-LC,Unlock,0.65,2019-03-15,730.00
Mahindra Manulife Large & Mid Cap Fund - Direct Plan,3,1.07,29/44,Very High,EQ-L&MC,Unlock,0.45,2019-12-30,"2,765"
Mahindra Manulife Manufacturing Fund - Direct Plan,--,-2.28,48/77,Very High,EQ-THEMATIC,Unlock,0.66,2024-06-24,888.00
Mahindra Manulife Mid Cap Fund - Direct Plan,3,-0.07,32/43,Very High,EQ-MC,Unlock,0.45,2018-01-30,"3,990"
Mahindra Manulife Multi Cap Fund - Direct Plan,2,3.91,11/26,Very High,EQ-MLC,Unlock,0.40,2017-05-11,"5,762"
Mahindra Manulife Small Cap Fund - Direct Plan,--,-2.19,36/42,Very High,EQ-SC,Unlock,0.44,2022-12-12,"4,065"
Mahindra Manulife Value Fund - Direct Plan,--,--,--,Very High,EQ-VAL,Unlock,0.62,2025-03-03,450.00
Mirae Asset Banking and Financial Services Fund - Direct Plan,3,13.45,15/30,Very High,EQ-BANK,Unlock,0.60,2020-12-11,"2,085"
Mirae Asset BSE 200 Equal Weight ETF,--,--,--,Low,EQ-L&MC,Unlock,0.34,2025-03-10,12.00
Mirae Asset BSE 200 Equal Weight ETF FoF - Direct Plan,--,--,--,Low,EQ-L&MC,Unlock,0.11,2025-03-18,4.00
Mirae Asset BSE Select IPO ETF,--,--,--,Low,EQ-THEMATIC,Unlock,0.35,2025-03-10,15.00
Mirae Asset BSE Select IPO ETF FoF - Direct Plan,--,--,--,Low,EQ-THEMATIC,Unlock,0.14,2025-03-18,5.00
Mirae Asset BSE Sensex ETF,--,2.97,30/146,Very High,EQ-LC,Unlock,0.05,2023-09-29,19.00
Mirae Asset Diversified Equity Allocator Passive FoF - Direct Plan,4,1.04,57/94,Very High,EQ-LC,Unlock,0.05,2020-09-21,976.00
Mirae Asset ELSS Tax Saver Fund - Direct Plan,3,4.86,7/39,Very High,EQ-ELSS,Unlock,0.58,2015-12-28,"26,537"
