Funds,1 Wk Ret (%),1 Wk Rank,1 Mth Ret (%),1 Mth Rank,3 Mth Ret (%),3 Mth Rank,6 Mth Ret (%),6 Mth Rank,1 Yr Ret (%),1 Yr Rank
Mirae Asset Nifty500 Multicap 50:25:25 ETF,-1.47,23/38,-0.85,29/38,7.37,20/37,8.81,14/36,--,--
Mirae Asset Nifty50 Equal Weight ETF,-0.96,105/172,-1.52,143/170,--,--,--,--,--,--
Mirae Asset Nifty 50 ETF,-0.48,46/172,-1.31,100/170,3.98,62/160,8.39,21/152,3.01,14/146
Mirae Asset Nifty 50 Index Fund - Direct Plan,-0.48,25/111,-1.32,73/110,3.94,63/105,8.21,39/99,--,--
Mirae Asset Nifty Bank ETF,0.50,6/65,0.23,15/64,3.97,29/64,17.47,15/59,11.83,18/54
Mirae Asset Nifty EV and New Age Automotive ETF,-1.15,76/147,-0.02,62/142,8.45,60/137,3.86,98/124,-11.05,81/87
Mirae Asset Nifty Financial Services ETF,1.03,1/65,0.30,12/64,3.61,52/64,19.88,3/59,17.31,4/54
Mirae Asset Nifty India Internet ETF,5.35,1/147,--,--,--,--,--,--,--,--
Mirae Asset Nifty India Manufacturing ETF,-0.78,53/147,-0.17,69/142,8.05,67/137,9.03,50/124,-1.94,41/87
Mirae Asset Nifty India Manufacturing ETF FoF - Direct Plan,-1.04,60/124,-0.28,66/121,7.97,58/118,8.64,55/108,-2.33,49/77
Mirae Asset Nifty India New Age Consumption ETF,-0.14,16/30,-0.70,25/30,7.93,3/30,8.75,4/28,--,--
Mirae Asset Nifty India New Age Consumption ETF FoF - Direct Plan,-0.09,9/24,-0.78,20/24,7.74,4/24,8.64,5/22,--,--
Mirae Asset Nifty IT ETF,-4.07,23/32,-8.60,20/32,1.08,17/31,-17.41,17/30,-9.32,13/26
Mirae Asset Nifty LargeMidcap 250 Index Fund - Direct Plan,-1.14,41/63,-0.90,27/60,6.61,28/58,8.72,22/55,--,--
Mirae Asset Nifty Metal ETF,-0.36,28/147,1.04,22/142,10.20,37/137,11.82,15/124,--,--
Mirae Asset Nifty Midcap 150 ETF,-1.61,28/64,-0.54,18/63,9.42,17/62,9.45,16/58,2.47,20/53
Mirae Asset Nifty MidSmallcap400 Momentum Quality 100 ETF,-2.64,61/64,-3.67,62/63,7.13,56/62,3.30,56/58,-7.32,51/53
Mirae Asset Nifty MidSmallcap400 Momentum Quality 100 ETF FoF - Direct Plan,-2.70,51/52,-3.47,51/52,7.04,49/51,3.03,47/48,-7.58,42/43
Mirae Asset Nifty Next 50 ETF,-1.52,147/172,-0.69,21/170,4.62,27/160,7.85,75/152,-6.36,123/146
Mirae Asset Nifty PSU Bank ETF,-2.21,58/65,0.68,5/64,7.73,6/64,14.38,55/59,--,--
Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF,-3.54,43/49,-2.63,47/49,10.02,38/49,4.70,43/46,-10.81,44/45
Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF FoF - Direct Plan,-3.77,46/46,-2.90,46/46,9.87,40/46,4.06,42/43,-11.38,42/42
Mirae Asset Nifty Total Market Index Fund - Direct Plan,-1.13,77/103,-0.95,66/102,5.97,53/99,8.36,48/96,--,--
Mirae Asset NYSE FANG+ ETF,1.37,27/57,4.65,25/57,23.77,8/57,9.25,27/57,43.46,7/57
Mirae Asset NYSE FANG+ ETF FoF - Direct Plan,0.83,42/51,11.90,1/51,30.83,2/51,7.82,29/51,57.13,3/51
Mirae Asset Small Cap Fund - Direct Plan,-2.20,18/46,1.84,4/46,12.01,19/46,--,--,--,--
Mirae Asset S&P 500 Top 50 ETF,1.68,20/57,5.87,12/57,19.10,20/57,4.91,46/57,24.80,24/57
Mirae Asset S&P 500 Top 50 ETF FoF - Direct Plan,-2.30,51/51,6.03,10/51,14.06,33/51,-3.46,50/51,30.31,10/51
Motilal Oswal Active Momentum Fund - Direct Plan,-0.96,54/124,-0.35,67/121,11.69,18/118,--,--,--,--
Motilal Oswal BSE 1000 Index Fund - Direct Plan,-1.15,83/103,--,--,--,--,--,--,--,--
Motilal Oswal BSE Enhanced Value ETF,-1.88,31/37,0.87,2/37,6.07,14/37,11.60,2/35,-3.84,18/31
Motilal Oswal BSE Enhanced Value Index Fund - Direct Plan,-1.88,25/30,0.87,3/30,6.03,17/30,11.51,2/29,-3.93,19/26
Motilal Oswal BSE Financials ex Bank 30 Index Fund - Direct Plan,-1.34,33/38,-1.63,34/37,6.11,10/37,17.70,15/33,11.42,26/30
Motilal Oswal BSE Healthcare ETF,0.56,17/29,4.24,21/28,8.46,9/27,7.77,9/27,15.62,7/23
Motilal Oswal BSE India Infrastructure ETF,-2.31,20/25,-2.07,23/25,--,--,--,--,--,--
Motilal Oswal BSE Low Volatility ETF,-0.97,41/77,-0.43,12/73,3.81,56/71,5.31,37/65,-2.32,30/54
Motilal Oswal BSE Low Volatility Index Fund - Direct Plan,-0.97,34/63,-0.44,14/60,3.81,50/58,5.17,39/55,-2.47,33/44
Motilal Oswal BSE Quality ETF,-2.24,66/77,-2.98,56/73,5.44,46/71,4.70,41/65,-9.19,40/54
Motilal Oswal BSE Quality Index Fund - Direct Plan,-2.24,57/63,-2.98,52/60,5.43,42/58,4.68,40/55,-9.08,37/44
Motilal Oswal Business Cycle Fund - Direct Plan,-1.88,97/124,0.32,42/121,7.59,65/118,10.96,27/108,--,--
Motilal Oswal Developed Market Ex US ETFs FoF - Direct Plan,3.09,6/51,4.19,27/51,11.00,45/51,16.33,9/51,22.46,25/51
Motilal Oswal Digital India Fund - Direct Plan,-1.44,8/21,-2.01,4/21,13.39,1/20,2.22,2/19,--,--
Motilal Oswal ELSS Tax Saver Fund - Direct Plan,0.19,1/40,1.45,1/40,14.22,1/40,11.62,3/39,10.16,2/39
Motilal Oswal Flexi Cap Fund - Direct Plan,-1.94,96/103,-1.91,88/102,7.43,27/99,9.06,38/96,9.39,7/88
Motilal Oswal Focused Fund - Direct Plan,-0.02,10/103,2.87,1/102,13.80,1/99,8.20,53/96,-5.73,82/88
Motilal Oswal Infrastructure Fund - Direct Plan,-1.76,8/22,-0.68,12/22,--,--,--,--,--,--
Motilal Oswal Innovation Opportunities Fund - Direct Plan,-1.77,92/124,0.89,28/121,14.75,10/118,--,--,--,--
Motilal Oswal Large and Midcap Fund - Direct Plan,0.47,1/63,0.67,4/60,14.45,1/58,12.39,3/55,14.89,2/44
Motilal Oswal Large Cap Fund - Direct Plan,-0.64,53/111,0.34,1/110,6.32,2/105,10.59,1/99,16.14,1/94
Motilal Oswal Manufacturing Fund - Direct Plan,-1.38,78/124,-0.54,73/121,11.01,23/118,10.91,28/108,--,--
Motilal Oswal Midcap Fund - Direct Plan,-1.68,39/52,-1.83,46/52,8.93,35/51,4.61,45/48,4.42,12/43
Motilal Oswal Multi Cap Fund - Direct Plan,-1.92,30/36,-0.22,18/36,8.94,11/35,11.53,5/34,25.53,1/26
Motilal Oswal NASDAQ 100 ETF,1.35,28/57,5.18,23/57,21.26,15/57,7.23,34/57,27.69,15/57
Motilal Oswal Nasdaq 100 FOF - Direct Plan,2.95,7/51,8.71,4/51,17.77,22/51,-9.13,51/51,27.36,14/51
Motilal Oswal Nasdaq Q50 ETF,1.82,17/57,5.70,14/57,17.65,26/57,1.74,50/57,25.56,22/57
Motilal Oswal Nifty 200 Momentum 30 ETF,-0.26,9/77,-3.79,70/73,6.07,35/71,2.24,47/65,-12.96,47/54
Motilal Oswal Nifty 200 Momentum 30 Index Fund - Direct Plan,-0.26,8/63,-3.77,59/60,6.13,36/58,2.27,44/55,-12.92,41/44
Motilal Oswal Nifty 500 ETF,-1.08,75/112,-1.01,67/110,5.78,56/106,8.53,40/101,1.26,48/92
Motilal Oswal Nifty 500 Index Fund - Direct Plan,-1.07,73/103,-1.00,70/102,5.78,60/99,8.58,45/96,1.30,58/88
Motilal Oswal Nifty 500 Momentum 50 ETF,-0.94,61/112,-5.00,109/110,6.22,44/106,3.16,91/101,--,--
Motilal Oswal Nifty 500 Momentum 50 Index Fund - Direct Plan,-0.94,62/103,-4.75,99/102,6.50,40/99,3.45,88/96,--,--
Motilal Oswal Nifty 50 Equal Weight ETF,-0.96,108/172,-1.53,145/170,--,--,--,--,--,--
Motilal Oswal Nifty 50 ETF,-0.48,47/172,-1.31,104/170,3.97,69/160,8.39,25/152,3.00,19/146
Motilal Oswal Nifty 50 Index Fund - Direct Plan,-0.48,32/111,-1.32,71/110,3.95,61/105,8.32,22/99,2.88,22/94
Motilal Oswal Nifty Alpha 50 ETF,-0.83,52/112,--,--,--,--,--,--,--,--
Motilal Oswal Nifty Bank Index Fund - Direct Plan,0.50,6/38,0.23,12/37,3.94,27/37,17.38,22/33,11.73,21/30
Motilal Oswal Nifty Capital Market ETF,-3.79,141/147,-4.35,129/142,19.11,6/137,--,--,--,--
Motilal Oswal Nifty Capital Market Index Fund - Direct Plan,-3.78,119/124,-4.33,112/121,19.07,4/118,21.94,5/108,--,--
Motilal Oswal Nifty India Defence ETF,-2.05,114/147,-7.90,139/142,20.28,1/137,31.24,1/124,--,--
Motilal Oswal Nifty India Defence Index Fund - Direct Plan,-2.05,100/124,-7.92,120/121,20.24,2/118,31.26,1/108,9.09,7/77
Motilal Oswal Nifty India Manufacturing ETF,-0.77,52/147,-0.09,67/142,--,--,--,--,--,--
Motilal Oswal Nifty India Tourism ETF,-2.82,133/147,-0.27,77/142,--,--,--,--,--,--
Motilal Oswal Nifty Microcap 250 Index Fund - Direct Plan,-2.58,27/46,0.48,18/46,11.71,23/46,4.75,41/43,-1.75,32/42
Motilal Oswal Nifty Midcap 100 ETF,-1.84,50/64,-1.40,47/63,8.50,41/62,9.22,22/58,2.70,17/53
Motilal Oswal Nifty Midcap 150 Index Fund - Direct Plan,-1.61,30/52,-0.56,21/52,9.36,20/51,9.39,17/48,2.36,21/43
Motilal Oswal Nifty Midcap150 Momentum 50 ETF,-0.75,6/64,--,--,--,--,--,--,--,--
Motilal Oswal Nifty MidSmall Financial Services Index Fund - Direct Plan,-2.21,37/38,-3.02,37/37,13.29,2/37,20.50,2/33,--,--
Motilal Oswal Nifty MidSmall Healthcare Index Fund - Direct Plan,0.82,10/23,6.86,4/22,11.97,2/21,11.15,3/21,--,--
Motilal Oswal Nifty MidSmall India Consumption Index Fund - Direct Plan,-1.39,22/24,0.72,6/24,4.77,11/24,6.43,13/22,--,--
Motilal Oswal Nifty MidSmall IT and Telecom Index Fund - Direct Plan,-5.17,124/124,-6.64,115/121,4.25,107/118,-9.44,108/108,--,--
Motilal Oswal Nifty Next 50 ETF,-1.52,144/172,-0.70,25/170,--,--,--,--,--,--
Motilal Oswal Nifty Next 50 Index Fund - Direct Plan,-1.52,99/111,-0.71,22/110,4.57,32/105,7.72,63/99,-6.50,82/94
Motilal Oswal Nifty PSE ETF,-1.74,5/11,-0.88,4/11,--,--,--,--,--,--
Motilal Oswal Nifty Realty ETF,-4.93,144/147,-6.79,134/142,10.58,30/137,11.25,23/124,-10.83,79/87
Motilal Oswal Nifty Smallcap 250 ETF,-2.93,32/49,-0.37,30/49,12.08,8/49,8.70,11/46,-0.68,20/45
Motilal Oswal Nifty Smallcap 250 Index Fund - Direct Plan,-2.93,32/46,-0.37,30/46,12.06,10/46,8.88,14/43,-0.41,22/42
Motilal Oswal Quant Fund - Direct Plan,-2.33,110/124,0.17,47/121,9.29,44/118,2.57,96/108,-5.46,66/77
Motilal Oswal Services Fund - Direct Plan,-1.28,75/124,-2.20,108/121,--,--,--,--,--,--
Motilal Oswal Small Cap Fund - Direct Plan,-1.54,2/46,0.67,12/46,11.54,25/46,7.30,34/43,13.21,1/42
Motilal Oswal S&P 500 Index Fund - Direct Plan,1.93,13/51,5.42,16/51,17.13,23/51,5.18,41/51,22.35,26/51
Motilal Oswal Special Opportunities Fund - Direct Plan,--,--,--,--,--,--,--,--,--,--
Navi BSE Sensex Index Fund - Direct Plan,-0.36,20/111,-1.28,60/110,3.39,94/105,7.53,79/99,2.75,37/94
Navi ELSS Tax Saver Fund - Direct Plan,-1.34,--,-1.63,--,3.62,--,5.14,--,-2.57,--
Navi ELSS Tax Saver Nifty 50 Index Fund - Direct Plan,-0.48,14/40,-1.32,35/40,3.94,37/40,8.29,17/39,2.84,21/39
Navi Flexi Cap Fund - Direct Plan,-0.36,29/103,0.40,14/102,7.54,26/99,7.35,65/96,-0.03,69/88
Navi Large & Midcap Fund - Direct Plan,-0.77,29/63,-0.78,21/60,6.17,35/58,6.80,35/55,1.77,23/44
Navi Nifty 500 Multicap 50:25:25 Index Fund - Direct Plan,-1.47,23/36,-0.86,31/36,7.21,26/35,8.49,22/34,--,--
Navi Nifty 50 Index Fund - Direct Plan,-0.48,31/111,-1.31,67/110,3.96,55/105,8.34,18/99,2.88,21/94
Navi Nifty Bank Index Fund - Direct Plan,0.50,7/38,0.23,10/37,3.94,26/37,17.42,19/33,11.75,20/30
Navi Nifty India Manufacturing Index Fund - Direct Plan,-0.77,46/124,-0.15,62/121,8.07,56/118,9.07,48/108,-1.76,45/77
Navi Nifty IT Index Fund - Direct Plan,-4.05,15/21,-8.56,16/21,0.95,20/20,-17.36,15/19,-9.44,11/15
Navi Nifty Midcap 150 Index Fund - Direct Plan,-1.61,28/52,-0.56,24/52,9.28,29/51,9.14,27/48,2.11,23/43
Navi Nifty Next 50 Index Fund - Direct Plan,-1.52,100/111,-0.70,17/110,4.58,28/105,7.64,74/99,-6.52,83/94
Navi Nifty Smallcap250 Momentum Quality 100 Index Fund - Direct Plan,-3.54,41/46,-2.67,45/46,9.85,41/46,--,--,--,--
Navi US NASDAQ 100 FoF - Direct Plan,0.75,--,4.97,--,22.17,--,6.68,--,25.74,--
Navi US Total Stock Market FoF - Direct Plan,1.36,--,4.89,--,17.74,--,4.20,--,21.24,--
Nippon India Active Momentum Fund - Direct Plan,-0.65,36/124,-0.65,77/121,6.89,73/118,--,--,--,--
Nippon India Banking & Financial Services Fund - Direct Plan,-0.10,21/38,-1.09,28/37,3.97,22/37,17.92,14/33,13.47,14/30
Nippon India BSE Sensex Next 30 ETF,-1.16,127/172,-1.10,58/170,--,--,--,--,--,--
Nippon India BSE Sensex Next 30 Index Fund - Direct Plan,-1.16,85/111,-1.12,42/110,--,--,--,--,--,--
Nippon India Consumption Fund - Direct Plan,-0.58,14/24,-0.48,17/24,2.99,20/24,6.82,11/22,-0.96,12/16
Nippon India Diversified Equity Flexicap Passive FoF - Direct Plan,-1.04,68/103,-0.78,58/102,5.94,56/99,8.01,59/96,0.58,64/88
Nippon India ELSS Tax Saver Fund - Direct Plan,-0.25,9/40,0.02,10/40,5.71,21/40,10.91,5/39,0.93,30/39
Nippon India ETF BSE Sensex,-0.35,14/172,-1.26,71/170,3.57,120/160,7.80,83/152,2.99,21/146
Nippon India ETF BSE Sensex Next 50,-1.47,139/172,-1.09,56/170,4.94,17/160,8.98,10/152,0.90,86/146
Nippon India ETF Hang Seng BeES,2.71,9/57,4.52,28/57,17.10,27/57,27.92,2/57,56.88,4/57
Nippon India ETF Nifty 100,-0.66,86/172,-1.24,66/170,3.96,71/160,8.05,58/152,0.81,89/146
Nippon India ETF Nifty 50 BeES,-0.48,41/172,-1.31,96/170,3.98,61/160,8.39,18/152,3.02,10/146
Nippon India ETF Nifty 50 Shariah BeES,-2.22,172/172,-3.73,170/170,-1.90,160/160,-5.68,152/152,-12.59,146/146
Nippon India ETF Nifty 50 Value 20,-1.24,13/37,-2.23,32/37,0.99,34/37,-2.97,33/35,-7.42,25/31
Nippon India ETF Nifty Bank BeES,0.50,15/65,0.22,25/64,3.95,39/64,17.41,25/59,11.73,28/54
Nippon India ETF Nifty Dividend Opportunities 50,-2.71,132/147,-2.46,124/142,1.05,134/137,-2.06,119/124,-9.44,75/87
Nippon India ETF Nifty India Consumption,-0.07,12/30,-0.41,19/30,4.40,16/30,8.09,10/28,2.02,9/21
Nippon India ETF Nifty Infrastructure BeES,-1.62,7/25,-1.42,18/25,5.65,20/23,10.02,4/23,-1.38,6/22
Nippon India ETF Nifty IT,-4.07,24/32,-8.60,25/32,1.04,25/31,-17.45,25/30,-9.41,18/26
Nippon India ETF Nifty Midcap 150,-1.60,26/64,-0.56,23/63,9.32,23/62,9.30,21/58,2.25,24/53
Nippon India ETF Nifty Next 50 Junior BeES,-1.52,150/172,-0.70,26/170,4.61,31/160,7.81,81/152,-6.44,125/146
Nippon India ETF Nifty PSU Bank BeES,-2.21,61/65,0.65,9/64,7.64,11/64,14.19,59/59,-1.99,54/54
Nippon India Flexi Cap Fund - Direct Plan,-0.75,47/103,-0.91,63/102,6.01,51/99,8.06,58/96,-0.68,71/88
Nippon India Focused Fund - Direct Plan,-0.11,15/103,-0.49,44/102,7.20,32/99,12.64,4/96,2.67,47/88
Nippon India Growth Mid Cap Fund - Direct Plan,-0.83,9/52,-0.57,28/52,9.04,33/51,10.61,11/48,5.38,9/43
Nippon India Index Fund - BSE Sensex Plan - Direct Plan,-0.35,16/111,-1.27,54/110,3.52,87/105,7.69,68/99,2.79,31/94
Nippon India Index Fund - Nifty 50 Plan - Direct Plan,-0.48,29/111,-1.31,66/110,3.96,54/105,8.33,19/99,2.91,18/94
Nippon India Innovation Fund - Direct Plan,0.47,10/124,1.41,18/121,9.82,39/118,12.01,16/108,2.57,27/77
Nippon India Japan Equity Fund - Direct Plan,6.01,1/51,5.95,11/51,10.08,46/51,10.96,22/51,15.35,43/51
Nippon India Large Cap Fund - Direct Plan,-0.66,59/111,-0.97,38/110,5.67,7/105,9.62,6/99,3.65,12/94
Nippon India MNC Fund - Direct Plan,--,--,--,--,--,--,--,--,--,--
Nippon India Multi Cap Fund - Direct Plan,-0.75,4/36,-0.24,19/36,9.03,9/35,12.16,3/34,4.21,9/26
Nippon India Nifty 500 Equal Weight Index Fund - Direct Plan,-2.10,32/36,-0.20,17/36,10.36,2/35,8.96,15/34,--,--
Nippon India Nifty 500 Low Volatility 50 Index Fund - Direct Plan,-1.04,67/103,-1.44,83/102,--,--,--,--,--,--
Nippon India Nifty 500 Momentum 50 Index Fund - Direct Plan,-0.94,61/103,-4.91,101/102,6.30,47/99,3.25,91/96,--,--
Nippon India Nifty 500 Quality 50 Index Fund - Direct Plan,-3.46,103/103,-2.96,95/102,--,--,--,--,--,--
Nippon India Nifty 50 Value 20 Index Fund - Direct Plan,-1.24,12/30,-2.23,29/30,0.98,29/30,-3.00,28/29,-7.48,24/26
Nippon India Nifty Alpha Low Volatility 30 Index Fund - Direct Plan,-0.44,22/63,-1.93,45/60,2.06,56/58,2.00,50/55,-8.71,36/44
Nippon India Nifty Auto ETF,-0.40,30/147,0.09,53/142,8.58,58/137,7.70,67/124,-6.67,71/87
Nippon India Nifty Auto Index Fund - Direct Plan,-0.40,26/124,0.08,52/121,8.48,52/118,7.58,62/108,--,--
Nippon India Nifty Bank Index Fund - Direct Plan,0.50,9/38,0.23,11/37,3.95,25/37,17.31,24/33,11.58,25/30
Nippon India Nifty IT Index Fund - Direct Plan,-4.06,17/21,-8.60,17/21,1.05,15/20,-17.41,17/19,-9.44,12/15
Nippon India Nifty Midcap 150 Index Fund - Direct Plan,-1.60,26/52,-0.57,27/52,9.28,28/51,9.22,24/48,2.08,26/43
Nippon India Nifty Next 50 Junior BeES FoF - Direct Plan,-1.54,108/111,-0.64,15/110,4.74,22/105,7.71,64/99,-6.38,79/94
Nippon India Nifty Pharma ETF,0.45,21/29,4.32,18/28,5.86,25/27,4.15,23/27,8.00,21/23
Nippon India Nifty Realty Index Fund - Direct Plan,-4.91,121/124,-6.83,118/121,10.35,33/118,11.01,25/108,--,--
Nippon India Nifty Smallcap 250 Index Fund - Direct Plan,-2.93,34/46,-0.38,35/46,12.06,11/46,8.04,25/43,-1.16,29/42
Nippon India Pharma Fund - Direct Plan,1.31,5/23,3.72,20/22,7.64,12/21,9.32,7/21,12.83,11/17
Nippon India Power & Infra Fund - Direct Plan,-1.88,11/22,-1.50,18/22,6.48,18/21,7.06,17/21,-6.59,17/20
Nippon India Quant Fund - Direct Plan,-0.67,39/124,-0.51,71/121,4.77,101/118,9.01,49/108,2.54,28/77
Nippon India Retirement Fund - Wealth Creation Scheme - Direct Plan,-0.57,38/103,0.25,17/102,5.38,71/99,7.57,63/96,0.34,66/88
Nippon India Small Cap Fund - Direct Plan,-2.10,15/46,0.09,25/46,10.21,37/46,7.83,29/43,-2.02,33/42
Nippon India Taiwan Equity Fund - Direct Plan,-2.06,50/51,2.03,49/51,39.31,1/51,11.33,21/51,23.57,22/51
Nippon India US Equity Opportunities Fund - Direct Plan,2.18,9/51,3.60,36/51,13.37,36/51,0.69,47/51,20.29,35/51
Nippon India Value Fund - Direct Plan,-1.25,16/30,-0.49,18/30,5.40,18/30,8.02,15/29,2.61,10/26
Nippon India Vision Large & Mid Cap Fund - Direct Plan,-0.51,25/63,-0.50,18/60,5.28,43/58,7.68,27/55,3.70,13/44
NJ ELSS Tax Saver Scheme - Direct Plan,-2.81,40/40,1.20,2/40,8.40,6/40,6.36,34/39,-2.12,35/39
NJ Flexi Cap Fund - Direct Plan,-2.83,101/103,-0.29,34/102,4.74,81/99,1.63,93/96,-10.68,87/88
Old Bridge Focused Fund - Direct Plan,-3.25,102/103,-3.09,96/102,3.75,95/99,6.06,79/96,0.59,63/88
Parag Parikh ELSS Tax Saver Fund - Direct Plan,-0.41,10/40,-0.82,27/40,4.51,31/40,7.98,21/39,8.53,3/39
Parag Parikh Flexi Cap Fund - Direct Plan,0.12,7/103,0.08,21/102,5.46,70/99,6.89,72/96,10.97,3/88
PGIM India ELSS Tax Saver Fund - Direct Plan,0.10,2/40,0.05,9/40,5.63,23/40,8.13,19/39,6.22,4/39
PGIM India Emerging Markets Equity FoF - Direct Plan,1.10,37/51,3.54,38/51,14.12,32/51,8.72,26/51,22.05,29/51
PGIM India Flexi Cap Fund - Direct Plan,-0.17,17/103,-0.17,29/102,6.71,36/99,9.53,32/96,6.07,25/88
PGIM India Global Equity Opportunities FoF - Direct Plan,1.12,36/51,3.68,34/51,13.08,37/51,-1.30,49/51,14.61,45/51
PGIM India Global Select Real Estate Securities FoF - Direct Plan,1.17,34/51,1.90,50/51,7.14,49/51,3.11,43/51,11.37,50/51
PGIM India Healthcare Fund - Direct Plan,0.69,12/23,3.86,19/22,7.01,16/21,6.78,12/21,--,--
PGIM India Large and Mid Cap Fund - Direct Plan,0.16,4/63,--,8/60,7.91,13/58,11.76,4/55,9.19,3/44
PGIM India Large Cap Fund - Direct Plan,-0.28,8/111,-1.18,46/110,4.11,42/105,8.69,15/99,3.24,13/94
PGIM India Midcap Fund - Direct Plan,-0.95,11/52,-0.13,12/52,9.90,16/51,11.10,6/48,5.88,5/43
PGIM India Multi Cap Fund - Direct Plan,-1.10,13/36,0.61,3/36,8.32,13/35,10.12,10/34,--,--
PGIM India Retirement Fund - Direct Plan,-0.24,2/36,0.73,2/36,8.28,14/35,12.29,1/34,10.10,4/26
PGIM India Small Cap Fund - Direct Plan,-1.74,7/46,2.82,1/46,13.26,3/46,12.03,3/43,8.09,4/42
Quant BFSI Fund - Direct Plan,-1.85,35/38,2.89,1/37,16.48,1/37,20.80,1/33,4.81,30/30
Quant Business Cycle Fund - Direct Plan,-1.34,77/124,-1.34,99/121,5.91,83/118,1.44,99/108,-9.66,72/77
Quant Commodities Fund - Direct Plan,-1.83,95/124,0.94,26/121,6.03,82/118,4.12,90/108,-4.44,59/77
Quant Consumption Fund - Direct Plan,-1.57,23/24,-0.85,21/24,0.69,24/24,0.55,22/22,-13.06,16/16
Quant ELSS Tax Saver Fund - Direct Plan,-2.25,37/40,-1.58,36/40,5.17,26/40,6.58,33/39,-10.00,39/39
Quant ESG Integration Strategy Fund - Direct Plan,-2.32,10/10,-2.18,10/10,4.87,6/10,4.75,9/10,-10.03,9/9
Quant Flexi Cap Fund - Direct Plan,-2.43,99/103,-0.79,59/102,3.26,98/99,5.07,82/96,-9.88,85/88
Quant Focused Fund - Direct Plan,-1.41,90/111,-2.00,105/110,5.71,6/105,4.35,97/99,-7.74,93/94
Quant Healthcare Fund - Direct Plan,-1.18,23/23,-0.60,22/22,7.07,15/21,4.72,18/21,-1.79,17/17
Quant Infrastructure Fund - Direct Plan,-2.76,21/22,-1.63,19/22,6.53,17/21,2.06,21/21,-13.41,20/20
Quant Large and Mid Cap Fund - Direct Plan,-1.68,53/63,-1.78,42/60,3.45,51/58,1.68,53/55,-9.97,38/44
Quant Large Cap Fund - Direct Plan,-1.56,109/111,-1.28,59/110,6.63,1/105,5.87,89/99,-5.21,76/94
Quant Manufacturing Fund - Direct Plan,-1.49,88/124,-0.55,74/121,5.44,92/118,1.27,102/108,-11.87,76/77
Quant Mid Cap Fund - Direct Plan,-1.56,24/52,-0.68,33/52,3.47,51/51,2.27,48/48,-10.93,43/43
Quant Momentum Fund - Direct Plan,-1.43,82/124,-0.74,80/121,6.48,77/118,5.55,80/108,-8.59,70/77
Quant Multi Cap Fund - Direct Plan,-2.25,35/36,-1.70,35/36,5.01,35/35,2.83,33/34,-12.19,26/26
Quant PSU Fund - Direct Plan,-2.09,6/7,-1.48,6/7,3.37,6/7,4.06,6/6,-17.32,5/5
Quant Quantamental Fund - Direct Plan,-2.07,104/124,-1.20,94/121,6.46,78/118,5.40,81/108,-9.74,73/77
Quant Small Cap Fund - Direct Plan,-2.60,28/46,0.62,15/46,8.92,44/46,7.42,33/43,-4.31,41/42
Quant Teck Fund - Direct Plan,-3.19,14/21,-3.28,9/21,6.98,9/20,0.96,3/19,-7.69,10/15
Quantum ELSS Tax Saver Fund - Direct Plan,-0.47,12/40,-0.74,24/40,3.83,40/40,5.20,35/39,2.79,23/39
Quantum Equity FoF - Direct Plan,-0.56,36/103,-0.37,41/102,5.64,65/99,9.16,37/96,3.42,39/88
Quantum ESG Best In Class Strategy Fund - Direct Plan,-1.83,9/10,-1.21,6/10,4.94,5/10,5.16,6/10,1.45,7/9
Quantum Ethical Fund - Direct Plan,-2.46,113/124,-1.20,93/121,5.76,85/118,2.37,97/108,--,--
Quantum Nifty 50 ETF,-0.48,49/172,-1.31,108/170,3.96,74/160,8.36,31/152,2.96,32/146
Quantum Nifty 50 ETF FoF - Direct Plan,-0.51,48/111,-1.30,63/110,3.71,78/105,8.18,40/99,2.93,17/94
Quantum Small Cap Fund - Direct Plan,-1.59,3/46,0.31,22/46,12.18,7/46,12.56,1/43,7.00,5/42
Quantum Value Fund - Direct Plan,-0.50,2/30,-0.82,21/30,3.74,27/30,5.03,24/29,2.62,9/26
Quant Value Fund - Direct Plan,-2.24,28/30,0.41,8/30,7.51,4/30,5.70,22/29,-8.48,26/26
Samco Active Momentum Fund - Direct Plan,-2.25,107/124,1.45,16/121,4.39,105/118,-1.54,105/108,-1.99,46/77
Samco ELSS Tax Saver Fund - Direct Plan,-2.46,38/40,-2.11,40/40,11.02,2/40,5.06,37/39,-7.40,37/39
Samco Flexi Cap Fund - Direct Plan,-2.23,98/103,-3.61,97/102,8.85,13/99,-2.23,96/96,-12.89,88/88
Samco Large Cap Fund - Direct Plan,-0.60,52/111,-1.69,100/110,0.10,105/105,--,--,--,--
Samco Large & Mid Cap Fund - Direct Plan,-0.31,16/63,--,--,--,--,--,--,--,--
Samco Multi Cap Fund - Direct Plan,-2.11,33/36,-0.31,20/36,7.39,23/35,5.98,31/34,--,--
Samco Special Opportunities Fund - Direct Plan,-0.44,31/124,3.67,2/121,13.02,13/118,5.86,78/108,-12.50,77/77
SBI Automotive Opportunities Fund - Direct Plan,-0.43,30/124,1.42,17/121,11.97,17/118,10.28,35/108,-5.21,65/77
SBI Banking & Financial Services Fund - Direct Plan,0.05,18/38,-0.13,17/37,6.71,9/37,18.33,10/33,16.99,6/30
